Forage: 13, 13, 11, 11, 17, 11, 14, 7, 11, 16, 14, 15, 12, 14, 16, 13, 14, 15, 13, 18, 13, 15, 11, 16, 16, 12, 9, 13, 14, 17
Forage: 10, 7, 11, 13, 18, 10, 12, 10, 16, 18, 17, 8, 17, 16, 8, 9, 15, 15, 15, 13, 12, 16, 21, 18, 14, 13, 14, 14, 18, 14
Forage: 11, 13, 19, 14, 15, 13, 17, 17, 17, 17, 16, 17, 8, 5, 13, 16, 11, 9, 16, 15, 13, 15, 14, 14, 15, 18, 15, 12, 18, 16
Forage: 9, 11, 20, 15, 17, 15, 17, 14, 15, 13, 14, 17, 15, 10, 16, 15, 17, 13, 16, 11, 18, 16, 15, 14, 12, 10, 6, 17, 11, 13
Forage: 9, 16, 13, 11, 12, 14, 13, 15, 15, 14, 13, 7, 10, 12, 8, 14, 15, 19, 14, 10, 12, 16, 17, 15, 19, 16, 8, 17, 12, 18
Forage: 12, 17, 14, 14, 12, 8, 12, 11, 11, 14, 19, 15, 15, 10, 15, 13, 15, 19, 16, 11, 16, 14, 17, 18, 12, 6, 19, 14, 14, 18
Forage: 10, 15, 19, 13, 13, 14, 10, 14, 16, 15, 17, 16, 17, 14, 13, 13, 12, 16, 17, 19, 14, 12, 11, 16, 13, 17, 13, 13, 10, 11
Forage: 7, 17, 15, 16, 13, 10, 15, 11, 12, 13, 15, 14, 15, 16, 11, 14, 12, 8, 19, 18, 9, 11, 16, 14, 14, 21, 14, 18, 16, 9
Forage: 8, 14, 12, 16, 16, 10, 14, 15, 15, 13, 16, 12, 12, 11, 13, 14, 16, 16, 16, 17, 13, 15, 19, 16, 17, 16, 10, 17, 11, 14
Forage: 13, 16, 18, 15, 16, 14, 13, 15, 15, 11, 17, 13, 12, 9, 16, 12, 13, 15, 16, 14, 18, 12, 13, 15, 11, 11, 15, 11, 12, 18
Forage: 12, 11, 15, 11, 14, 13, 16, 16, 13, 13, 16, 10, 14, 19, 16, 16, 13, 15, 14, 12, 14, 4, 19, 15, 18, 14, 12, 6, 9, 4
Forage: 14, 13, 14, 17, 14, 20, 17, 11, 15, 14, 18, 14, 12, 14, 15, 9, 14, 16, 8, 15, 12, 15, 14, 14, 12, 16, 16, 18, 17, 14
Forage: 11, 17, 17, 15, 17, 16, 13, 9, 13, 9, 16, 12, 16, 16, 15, 16, 13, 11, 12, 13, 16, 16, 15, 15, 9, 10, 16, 16, 20, 15
Forage: 12, 14, 12, 9, 16, 19, 16, 14, 14, 15, 18, 13, 20, 16, 14, 12, 13, 17, 16, 12, 12, 11, 13, 15, 17, 10, 17, 15, 13, 14
Forage: 11, 11, 15, 19, 11, 12, 10, 14, 17, 17, 13, 17, 17, 12, 11, 16, 15, 15, 17, 11, 13, 15, 15, 10, 18, 19, 14, 7, 15, 14
Forage: 10, 9, 13, 13, 7, 13, 18, 15, 13, 13, 12, 16, 12, 16, 20, 19, 14, 14, 10, 15, 13, 14, 13, 16, 15, 15, 10, 10, 13, 17
Forage: 12, 8, 10, 5, 12, 11, 13, 16, 13, 13, 14, 16, 13, 12, 17, 14, 11, 17, 15, 14, 17, 11, 13, 11, 14, 10, 12, 16, 10, 11
Forage: 11, 16, 13, 12, 13, 15, 18, 11, 17, 17, 12, 9, 15, 11, 15, 19, 17, 17, 14, 15, 16, 16, 15, 13, 13, 17, 18, 15, 14, 18
Forage: 12, 18, 15, 14, 17, 14, 14, 11, 11, 16, 15, 19, 12, 11, 14, 15, 11, 11, 11, 17, 21, 14, 11, 14, 15, 13, 9, 19, 10, 19
Forage: 13, 14, 18, 13, 13, 15, 20, 14, 17, 14, 20, 12, 18, 15, 14, 15, 14, 15, 11, 13, 13, 9, 7, 12, 11, 17, 13, 21, 12, 12
